Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilités critiques dans SolarWinds Web Help Desk,50291810/24,18 octobre 2024,Critique,Critique,"SolarWinds Platform versions 2024.x antérieures à 2024.4, Serv-U versions 15.x antérieures à 15.5",SolarWinds a publié des mises à jour de sécurité corrigeant plusieurs vulnérabilités critiques dans leur solution Web Help Desk. L'exploitation réussie de ces vulnérabilités peut permettre à un attaquant d’exécuter du code arbitraire sur le système affecté.,"Veuillez se référer aux bulletins de sécurité SolarWinds du 16 octobre, afin d’installer les dernières mises à jour de sécurité.",https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-solarwinds-web-help-desk
Vulnérabilité critique affectant Veeam Backup & Replication,53392003/25,20 mars 2025,Critique,Critique,Veeam Backup & Replication versions antérieures à 12.3.1 (build 12.3.1.1139),Une vulnérabilité critique affectant les versions susmentionnées de  « Veeam Backup &   Replication »  a été corrigée.   L'exploitation de cette  vulnérabilité peut permettre à un attaquant distant authentifié d’exécuter du code arbitraire.,Veuillez se référer au bulletin de sécurité de l'éditeur pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-veeam-backup-replication
VULNÉRABILITÉS AFFECTANT LE NAVIGATEUR MICROSOFT EDGE,39380712/22,07 décembre 2022,Modéré,Modéré,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73","Microsoft vient de publier une mise à jour de sécurité qui permet de corriger plusieurs vulnérabilités affectant le navigateur Microsoft Edge. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’exécuter du code arbitraire, d’élever ses privilèges, d’accéder à des informations confidentielles ou de causer un déni de service.",Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-microsoft-edge-1
Vulnérabilité affectant le client de messagerie Mozilla Thunderbird,51531312/24,13 décembre 2024,Important,Important,Mozilla Thunderbird versions antérieures à la version 128.5.2,Mozilla Foundation annonce la disponibilité d'une mise à jour de sécurité permettant de corriger une vulnérabilité affectant son client de messagerie Mozilla Thunderbird. L’exploitation de cette  vulnérabilité peut permettre à un attaquant distant le contournement de mesures de sécurité.,Veuillez se référer au bulletin de sécurité de Mozilla afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-le-client-de-messagerie-mozilla-thunderbird-1
VULNÉRABILITÉS AFFECTANT LE NAVIGATEUR GOOGLE CHROME,42401506/23,15 juin 2023,Important,Important,"Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.133/134 sur Windows, Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.133sur Linux, Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.133 sur Mac",Google vient de publier une mise à jour de sécurité qui permet de corriger quatre vulnérabilités affectant le navigateur Google Chrome. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’accéder à des informations confidentielles.,Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-google-chrome-8
Vulnérabilité dans les produits ESET,47962106/24,21 juin 2024,Important,Important,"Small Business Security et Safe Server, Server Security pour Windows Server (File Security pour Microsoft Windows Server), Security pour Microsoft SharePoint Server, NOD32 Antivirus, Internet Security, Smart Security Premium et Security Ultimate, Mail Security pour Microsoft Exchange Server, Mail Security pour IBM Domino, File Security pour Microsoft Azure",Une vulnérabilité a été corrigée dans les produits ESET susmentionnés. Un attaquant pourrait exploiter cette faille afin de réussir une élévation de privilèges.,Veuillez se référer au bulletin de sécurité ESET du 20 Juin 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-eset-1
Vulnérabilité critique affectant Ivanti Standalone Sentry,46642103/24,21 mars 2024,Critique,Critique,"Ivanti Standalone Sentry versions 9.17.0, 9.18.0, 9.19.0 et versions antérieures",Ivanti a publié une mise à jour de sécurité qui permet de corriger une vulnérabilité critique affectant les versions susmentionnées de son produit Standalone Sentry. L’exploitation de cette vulnérabilité peut permettre à un attaquant non authentifié d’exécuter des commandes arbitraires.,Veuillez se référer au bulletin de sécurité d’Ivanti pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-ivanti-standalone-sentry
Vulnérabilités affectant le navigateur Google Chrome,42592806/23,28 juin 2023,Important,Important,"Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.198/199 sur Windows, Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.198 sur Linux, Toutes les versions de Google Chrome antérieures aux versions 114.0.5735.198 sur Mac",Google vient de publier une mise à jour de sécurité qui permet de corriger trois  vulnérabilités    affectant le navigateur Google Chrome. L’exploitation de ces vulnérabilités peut permettre à  un attaquant d’accéder à des informations confidentielles.,Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-navigateur-google-chrome-9
Vulnérabilités critique dans 7-Zip,52052101/25,21 janvier 2025,Critique,Critique,7-Zip version antérieure à 24.09,Deux vulnérabilités critiques ont été corrigées dans les versions susmentionnées de 7-Zip. L'exploitation réussie de ces vulnérabilités pourrait permettre à un attaquant distant d'exécuter un code malveillant à travers des fichiers d'archive spécialement conçus.,Veuillez se référer au bulletin de sécurité zerodayinitiative pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critique-dans-7-zip
Vulnérabilités critiques affectant Ivanti Avalanche,45312112/23,21 décembre 2023,Critique,Critique,Ivanti Avalanche versions antérieures à 6.4.2,Ivanti a publié une mise à jour de sécurité qui permet de corriger plusieurs vulnérabilités critiques affectant son produit     Ivanti Avalanche. L’exploitation de ces vulnérabilités peut permettre à un attaquant d’accéder à des informations confidentielles ou de causer un déni de service.,Veuillez se référer au bulletin de sécurité d’Ivanti pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-ivanti-avalanche
Vulnérabilités dans Foxit PDF Editor,49803009/24,30 septembre 2024,Important,Important,"PDF Editor versions antérieures à 12.1.8 pour Windows, PDF Editor versions antérieures à 13.1.4 pour Windows et Mac, PDF Editor versions antérieures à 2024.3 pour Windows et Mac, PDF Reader versions antérieures à 2024.3 pour Windows et Mac","Foxit annonce la correction de plusieurs vulnérabilités affectant les versions susmentionnées de Foxit PDF Editor. L’exploitation de ces failles peut permettre à un attaquant d’exécuter du code arbitraire à distance, de causer un déni de service, de réussir une élévation de privilèges et de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Foxit du 29 Septembre 2024 afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-foxit-pdf-editor
Vulnérabilités dans les produits VMware,48962308/24,23 août 2024,Important,Important,"Xenial Stemcells versions antérieures à 621.969, Tanzu Greenplum pour Kubernetes versions 2.x antérieures à 2.0.0, Tanzu Greenplum pour Kubernetes versions 1.x antérieures à 1.2.0, Platform Automation Toolkit versions 5.1.x antérieures à 5.1.2, Platform Automation Toolkit versions 5.0.x antérieures à 5.0.25, Platform Automation Toolkit versions 4.4.x antérieures à 4.4.32, Platform Automation Toolkit versions 4.3.x antérieures à 4.3.5, Platform Automation Toolkit versions 4.2.x antérieures à 4.2.8, Platform Automation Toolkit versions 4.1.x antérieures à 4.1.13, Platform Automation Toolkit versions 4.0.x antérieures à 4.0.13, Operations Manager versions 3.x LTS-T antérieures à 3.0.30+LTS-T, Operations Manager versions 2.9.x antérieures à 2.9.12, Operations Manager versions 2.8.x antérieures à 2.8.16, Operations Manager versions 2.7.x antérieures à 2.7.25, Operations Manager versions 2.10.x antérieures à 2.10.75, Operations Manager Image versions 3.x LTS-T antérieures à 3.0.30+LTS-T, Operations Manager Image versions 2.8.x antérieures à 2.8.16, Operations Manager Image versions 2.7.x antérieures à 2.7.25, Operations Manager Image versions 2.10.x antérieures à 2.10.75, Jammy Stemcells versions antérieures à 1.486, Cflinuxfs4 versions antérieures à 1.99.0, Cflinuxfs3 versions antérieures à 0.390.0, CF Deployment versions antérieures à 41.0.0","VMware annonce la correction de plusieurs vulnérabilités affectant les produits susmentionnés. L’exploitation de ces vulnérabilités peut  permettre  à un attaquant distant de causer un déni de service, d’exécuter du code arbitraire à distance, de contourner la politique de sécurité, de réussir une injection de code indirecte à distance (XSS) et une élévation de privilèges.",Veuillez se référer au bulletin de sécurité Broadcom du 22 Août 2024 pour plus d’infirmation.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-vmware-2
Vulnérabilités critiques affectant OwnCloud,45012711/23,27 novembre 2023,Critique,Critique,"bibliothèque OwnCloud graphapi 0.2.x antérieures à 0.2.1, bibliothèque OwnCloud graphapi 0.3.x antérieures à 0.3.1, bibliothèque OwnCloud oauth2 versions antérieures à 0.6.1, OwnCloud core versions 10.6.0 et ultérieures, antérieures à 10.13.1","OwnCloud annonce la correction de trois failles de sécurité de gravité critique affectant les  produits OwnCloud susmentionnés, dont l'une peut exposer les mots de passe des administrateurs et les informations d'identification du serveur de messagerie. L’exploitation de ces vulnérabilités peut permettre à un attaquant distant de porter atteinte aux informations confidentielles et de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité OwnCloud du 21 novembre 2023 afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-owncloud
Vulnérabilités critiques dans Suricata,53422003 /25,20 mars 2025,Critique,Critique,Suricata versions antérieures à 7.0.9,"Plusieurs vulnérabilités critiques ont été corrigées dans les versions susmentionnées de Suricata. L’exploitation réussit de ces failles permet à un attaquant d’exécuter du code arbitraire à distance, de causer un déni de service, de contourner la politique de sécurité et de prendre le contrôle du système affecté.",Veuillez se référer au bulletin de sécurité Suricata du 18 mars 2025.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-suricata-0
Vulnérabilité critique affectant Citrix Gateway et Citrix ADC,39461412/22,14 décembre 2022,Important,Important,"Citrix ADC versions 13.x antérieures à 13.0-58.32, Citrix ADC toutes versions antérieures à 12.1-65.25, Citrix ADC versions 12.1-FIPS antérieures à 12.1-55.291, Citrix ADC versions 12.1-NDcPP antérieures à 12.1-55.291, Citrix Gateway versions 13.x antérieures à 13.0-58.32, Citrix Gateway toutes versions antérieures à 12.1-65.25",Citrix annonce la correction d’une vulnérabilité critique affectant ses produits Citrix Gateway et Citrix ADC. Cette vulnérabilité est activement exploitée et elle peut permettre à un attaquant distant d’exécuter du code arbitraire,Veuillez se référer au bulletin de sécurité de Citrix pour installer les mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-citrix-gateway-et-citrix-adc
Vulnérabilités critiques dans les produits Cisco,40492302 /23,23 février 2023,Modéré,Modéré,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73","Plusieurs vulnérabilités critiques ont été corrigées dans les produits Cisco susmentionnés. Un attaquant pourrait exploiter ces failles afin d’exécuter du code arbitraire à distance, réussir une élévation de privilèges, causer un déni de service, contourner la politique de sécurité ou porter atteinte à la confidentialité de données",Veuillez se référer au bulletin de sécurité Cisco du 22 Février 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-cisco
Vulnérabilités dans Android,39650601/23,05 janvier 2023,Important,Important,"Android 10, 11, 12, 12L, 13 sans le correctif de sécurité du 5 janvier 2023, Google Pixel sans le correctif de sécurité du 5 janvier 2023","Plusieurs vulnérabilités critiques ont été corrigées dans le système d’exploitation Android. L’exploitation de ces vulnérabilités peut permettre à un attaquant de réussir une élévation de privilèges, de causer un déni de service, d’exécuter du code arbitraire ou de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Android du 05 Janvier 2023 pour plus d’informations.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-android
Vulnérabilités critiques dans Veeam Service Provider Console,51300412/24,04 décembre 2024,Critique,Critique,"Veeam Service Provider Console (VSPC) version antérieure à 8.1.0.21999,","Deux vulnérabilités critiques ont été corrigées dans Veeam Service Provider Console (VSPC). Un attaquant pourrait exploiter ces failles afin d’exécuter du code arbitraire à distance, de contourner la politique de sécurité et de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Veeam du 03 Décembre 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-veeam-service-provider-console
Vulnérabilités dans les produits Fortinet,40730903/23,09 mars 2023,Modéré,Modéré,"FortiAnalyzer versions 6.0.x antérieures à 6.0.5, FortiAnalyzer versions 6.2.x antérieures à 6.2.0, FortiAnalyzer versions 6.4.x antérieures à 6.4.11, FortiAnalyzer versions 7.0.x antérieures à 7.0.6, FortiAnalyzer versions 7.2.x antérieures à 7.2.2, FortiAuthenticator versions antérieures à 6.5.0, FortiDeceptor versions antérieures à 3.2.0, FortiMail versions 6.0.x antérieures à 6.0.10, FortiMail versions 6.2.x antérieures à 6.2.5, FortiMail versions 6.4.x antérieures à 6.4.1, FortiManager versions 6.0.x antérieures à 6.0.5, FortiManager versions antérieures à 6.2.0, FortiNAC versions 9.1.x antérieures à 9.1.9, FortiNAC versions 9.2.x antérieures à 9.2.7, FortiNAC versions 9.4.x antérieures à 9.4.2, FortiNAC versions antérieures à 7.2.0, FortiOS versions 6.2.x antérieures à 6.2.13, FortiOS versions 6.4.x antérieures à 6.4.12, FortiOS versions 7.0.x antérieures à 7.0.10, FortiOS versions 7.2.x antérieures à 7.2.4, FortiOS versions antérieures à 7.4.0, FortiOS-6K7K versions 6.2.x antérieures à 6.2.13, FortiOS-6K7K versions 6.4.x antérieures à 6.4.12, FortiOS-6K7K versions 7.0.x antérieures à 7.0.10, FortiPortal versions 6.0.x antérieures à 6.0.10, FortiProxy versions 2.0.x antérieures à 2.0.12, FortiProxy versions 7.0.x antérieures à 7.0.9, FortiProxy versions 7.2.x antérieures à 7.2.3, FortiRecorder versions 6.0.x antérieures à 6.0.12, FortiRecorder versions 6.4.x antérieures à 6.4.4, FortiRecorder versions antérieures à 7.0.0, FortiSOAR versions 7.3.x antérieures à 7.3.2, FortiSwitch versions 6.4.x antérieures à 6.4.11, FortiSwitch versions 7.0.x antérieures à 7.0.5, FortiWeb versions 6.3.x antérieures à 6.3.21, FortiWeb versions 6.4.x antérieures à 6.4.2, FortiWeb versions 7.0.x antérieures à 7.0.3, FortiWeb versions antérieures à 7.2.0","Fortinet a publié des mises à jour de sécurité pour corriger plusieurs vulnérabilités critiques affectant les produits susmentionnés. L'exploitation réussie de ces vulnérabilités pourrait permettre à un attaquant de réussir une élévation de privilèges, de causer un déni de service, de contourner la politique de sécurité, de porter atteinte à la confidentialité des données et d’exécuter du code arbitraire à distance.",Veuillez se référer au bulletin de sécurité Fortinet du 07 Mars 2023 afin d’installer les nouvelles mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-fortinet-0
